State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Year,Month,Day,Volatility
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Tamarind Fruit,Tamarind Fruit,Local,2026-12-03,13000,14000,13500,2026,12,3,1000
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2026-12-03,3000,3500,3250,2026,12,3,500
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Karbuja(Musk Melon),Karbhuja,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2026-12-03,8000,12000,10000,2026,12,3,4000
Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Potato,Red Nanital,Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Brinjal,Round,Local,2026-12-03,5000,5000,5000,2026,12,3,0
Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Coriander(Leaves),I Sort,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,2026-12-03,3000,3500,3250,2026,12,3,500
Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,2026-12-03,2500,2500,2500,2026,12,3,0
Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Ashgourd,Gouard,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Snakeguard,Snakeguard,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),Cucumbar,Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ) APMC,Cauliflower,Ranchi,Local,2026-12-03,2000,2500,2250,2026,12,3,500
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ) APMC,Cabbage,Cabbage,Local,2026-12-03,1500,2000,1750,2026,12,3,500
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ) APMC,Green Avare(W),Other,Local,2026-12-03,5000,6000,5500,2026,12,3,1000
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2026-12-03,8000,12000,10000,2026,12,3,4000
Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,2026-12-03,3000,4000,3500,2026,12,3,1000
Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,2026-12-03,2500,3500,3000,2026,12,3,1000
Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ) APMC,Raddish,Raddish,Local,2026-12-03,3000,4000,3500,2026,12,3,1000
Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ) APMC,Thondekai,Thondekai,Local,2026-12-03,4000,5000,4500,2026,12,3,1000
Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,2026-12-03,2400,2400,2400,2026,12,3,0
Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2026-12-03,5000,5000,5000,2026,12,3,0
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,2026-12-03,2400,2400,2400,2026,12,3,0
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Brinjal,Other,Local,2026-12-03,2000,2000,2000,2026,12,3,0
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Green Peas,Green Peas,Local,2026-12-03,5000,5000,5000,2026,12,3,0
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Tomato,Deshi,Local,2026-12-03,1200,1200,1200,2026,12,3,0
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,2026-12-03,2500,2500,2500,2026,12,3,0
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Sweet Potato,Hosur Red,Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Carrot,Pusakesar,Local,2026-12-03,2600,2600,2600,2026,12,3,0
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Green Avare(W),Green Avare (W),Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Indian Beans(Seam),Indian Beans (Seam),Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Potato,Other,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Cluster beans,Cluster Beans,Local,2026-12-03,3000,4000,3500,2026,12,3,1000
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Pumpkin,Pumpkin,Local,2026-12-03,1500,2000,1750,2026,12,3,500
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,2026-12-03,7000,7500,7250,2026,12,3,500
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Carrot,Pusakesar,Local,2026-12-03,4000,4500,4250,2026,12,3,500
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2026-12-03,10000,11000,10500,2026,12,3,1000
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,2026-12-03,4000,5000,4500,2026,12,3,1000
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Banana,Red Banana,Local,2026-12-03,6000,7000,6500,2026,12,3,1000
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Potato,Other,Local,2026-12-03,3000,4000,3500,2026,12,3,1000
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Cluster beans,Cluster Beans,Local,2026-12-03,3000,4000,3500,2026,12,3,1000
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Ashgourd,Gouard,Local,2026-12-03,1500,2000,1750,2026,12,3,500
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Pumpkin,Pumpkin,Local,2026-12-03,1500,2000,1750,2026,12,3,500
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Cabbage,Cabbage,Local,2026-12-03,1500,2000,1750,2026,12,3,500
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Cucumbar(Kheera),Cucumbar,Local,2026-12-03,3000,4000,3500,2026,12,3,1000
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Potato,Other,Local,2026-12-03,4500,5000,4750,2026,12,3,500
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Pumpkin,Pumpkin,Local,2026-12-03,1500,2000,1750,2026,12,3,500
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,2026-12-03,8000,9000,8500,2026,12,3,1000
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Drumstick,Drumstick,Local,2026-12-03,4500,5000,4750,2026,12,3,500
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,2026-12-03,4000,4500,4250,2026,12,3,500
Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Onion,Bellary,Local,2026-12-03,2000,2500,2250,2026,12,3,500
Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Brinjal,Other,Local,2026-12-03,2000,2500,2250,2026,12,3,500
Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Bitter gourd,Other,Local,2026-12-03,4500,5000,4750,2026,12,3,500
Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,2026-12-03,6500,7000,6750,2026,12,3,500
Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Cabbage,Cabbage,Local,2026-12-03,1500,1800,1650,2026,12,3,300
Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,2026-12-03,3800,4500,4150,2026,12,3,700
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ) APMC,Brinjal,Round,Local,2026-12-03,4500,4800,4650,2026,12,3,300
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,2026-12-03,1300,1600,1450,2026,12,3,300
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,2026-12-03,5500,5800,5650,2026,12,3,300
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ) APMC,Raddish,Raddish,Local,2026-12-03,2500,2800,2650,2026,12,3,300
Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ) APMC,Garlic,Garlic,Local,2026-12-03,16000,18000,17000,2026,12,3,2000
Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ) APMC,Coriander(Leaves),I Sort,Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,2026-12-03,800,1000,900,2026,12,3,200
Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ) APMC,Carrot,Pusakesar,Local,2026-12-03,4000,5000,4500,2026,12,3,1000
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,2026-12-03,5000,5000,5000,2026,12,3,0
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Potato,Red Nanital,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Ginger(Green),Green Ginger,Local,2026-12-03,8000,8000,8000,2026,12,3,0
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Sweet Potato,Hosur Red,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Green Avare(W),Green Avare (W),Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Drumstick,Drumstick,Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,2026-12-03,5000,5000,5000,2026,12,3,0
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Banana,Karpura,Local,2026-12-03,5000,5000,5000,2026,12,3,0
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,2026-12-03,1500,1500,1500,2026,12,3,0
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Ashgourd,Gouard,Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Sweet Potato,Hosur Red,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Carrot,Pusakesar,Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,Local,2026-12-03,8000,8000,8000,2026,12,3,0
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Tender Coconut,Tender Coconut,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Colacasia,Colacasia,Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Brinjal,Round,Local,2026-12-03,3000,4000,3500,2026,12,3,1000
Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Tomato,Deshi,Local,2026-12-03,1500,2000,1750,2026,12,3,500
Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Bitter gourd,Bitter Gourd,Local,2026-12-03,5000,5000,5000,2026,12,3,0
Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,2026-12-03,5000,5000,5000,2026,12,3,0
Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Sweet Potato,Hosur Red,Local,2026-12-03,5000,5000,5000,2026,12,3,0
Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Snakeguard,Snakeguard,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),Cucumbar,Local,2026-12-03,5000,5000,5000,2026,12,3,0
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Green Chilli,Green Chilly,Local,2026-12-03,4300,4800,4550,2026,12,3,500
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Cowpea(Veg),Cowpea (Veg),Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Pineapple,Pine Apple,Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Ashgourd,Gouard,Local,2026-12-03,1600,1800,1700,2026,12,3,200
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Tapioca,Tapioca,Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Snakeguard,Snakeguard,Local,2026-12-03,3300,3500,3400,2026,12,3,200
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Lemon,Lemon,Local,2026-12-03,12000,13000,12500,2026,12,3,1000
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Banana,Karpura,Local,2026-12-03,4000,4500,4250,2026,12,3,500
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Cauliflower,Ranchi,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Brinjal,Other,Local,2026-12-03,2400,2600,2500,2026,12,3,200
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Bitter gourd,Other,Local,2026-12-03,3600,4000,3800,2026,12,3,400
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,2026-12-03,2000,2400,2200,2026,12,3,400
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Ginger(Green),Green Ginger,Local,2026-12-03,7500,8000,7750,2026,12,3,500
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Thondekai,Thondekai,Local,2026-12-03,4500,5000,4750,2026,12,3,500
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Green Avare(W),Other,Local,2026-12-03,4000,4500,4250,2026,12,3,500
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Pomegranate,Pomogranate,Local,2026-12-03,20000,22000,21000,2026,12,3,2000
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Tender Coconut,Tender Coconut,Local,2026-12-03,3000,3500,3250,2026,12,3,500
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,2026-12-03,5500,6000,5750,2026,12,3,500
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,2026-12-03,2000,2500,2250,2026,12,3,500
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,2026-12-03,2000,2500,2250,2026,12,3,500
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,2026-12-03,4500,4800,4650,2026,12,3,300
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2026-12-03,10000,11000,10500,2026,12,3,1000
Tamil Nadu,Vellore,Thirupathur APMC,Banana - Green,Banana - Green,Local,2026-12-03,2500,2500,2500,2026,12,3,0
Tamil Nadu,Vellore,Thirupathur APMC,Potato,Red Nanital,Local,2026-12-03,3600,3600,3600,2026,12,3,0
Tamil Nadu,Vellore,Thirupathur APMC,Brinjal,Round,Local,2026-12-03,2000,2000,2000,2026,12,3,0
Tamil Nadu,Vellore,Thirupathur APMC,Arhar(Tur/Red Gram)(Whole),Arhar (Whole),Local,2026-12-03,6000,6000,6000,2026,12,3,0
Tamil Nadu,Vellore,Thirupathur APMC,Cluster beans,Cluster Beans,Local,2026-12-03,4500,4500,4500,2026,12,3,0
Tamil Nadu,Vellore,Thirupathur APMC,Ashgourd,Gouard,Local,2026-12-03,2000,2000,2000,2026,12,3,0
Tamil Nadu,Vellore,Thirupathur APMC,Beans,Beans (Whole),Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Vellore,Thirupathur APMC,Thondekai,Thondekai,Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Vellore,Thirupathur APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,Local,2026-12-03,8000,8000,8000,2026,12,3,0
Tamil Nadu,Vellore,Thirupathur APMC,Yam(Ratalu),Yam (Ratalu),Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Vellore,Thirupathur APMC,Indian Beans(Seam),Indian Beans (Seam),Local,2026-12-03,6000,6000,6000,2026,12,3,0
Tamil Nadu,Vellore,Thirupathur APMC,Lemon,Lemon,Local,2026-12-03,6000,6000,6000,2026,12,3,0
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,2026-12-03,2000,2500,2250,2026,12,3,500
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ) APMC,Garlic,Garlic,Local,2026-12-03,14000,15000,14500,2026,12,3,1000
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ) APMC,Tomato,Local,Local,2026-12-03,800,1000,900,2026,12,3,200
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ) APMC,Bitter gourd,Other,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ) APMC,Snakeguard,Snakeguard,Local,2026-12-03,2000,2500,2250,2026,12,3,500
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,2026-12-03,3000,3500,3250,2026,12,3,500
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ) APMC,Knool Khol,Knool Khol,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2026-12-03,3000,3500,3250,2026,12,3,500
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,2026-12-03,4000,4500,4250,2026,12,3,500
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ) APMC,Tomato,Local,Local,2026-12-03,1600,2000,1800,2026,12,3,400
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ) APMC,Bitter gourd,Other,Local,2026-12-03,3600,4000,3800,2026,12,3,400
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,2026-12-03,1600,2000,1800,2026,12,3,400
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ) APMC,Snakeguard,Snakeguard,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,2026-12-03,3200,3500,3350,2026,12,3,300
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),Cucumbar,Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,2026-12-03,4500,5000,4750,2026,12,3,500
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ) APMC,Capsicum,Capsicum,Local,2026-12-03,6000,6500,6250,2026,12,3,500
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,2026-12-03,1600,2000,1800,2026,12,3,400
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ) APMC,Drumstick,Drumstick,Local,2026-12-03,4500,5000,4750,2026,12,3,500
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2026-12-03,4500,5000,4750,2026,12,3,500
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Cowpea(Veg),Cowpea (Veg),Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,2026-12-03,2500,2800,2650,2026,12,3,300
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Garlic,Garlic,Local,2026-12-03,16000,17000,16500,2026,12,3,1000
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Cauliflower,Ranchi,Local,2026-12-03,3000,3500,3250,2026,12,3,500
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Cluster beans,Cluster Beans,Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,2026-12-03,5500,6000,5750,2026,12,3,500
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,2026-12-03,3000,3500,3250,2026,12,3,500
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Garlic,Garlic,Local,2026-12-03,22000,24000,23000,2026,12,3,2000
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Cauliflower,Ranchi,Local,2026-12-03,2000,2500,2250,2026,12,3,500
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Tomato,Deshi,Local,2026-12-03,1300,1500,1400,2026,12,3,200
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Cluster beans,Cluster Beans,Local,2026-12-03,2200,2500,2350,2026,12,3,300
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,2026-12-03,800,1000,900,2026,12,3,200
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Pumpkin,Pumpkin,Local,2026-12-03,1200,1500,1350,2026,12,3,300
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,2026-12-03,1800,2000,1900,2026,12,3,200
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Knool Khol,Knool Khol,Local,2026-12-03,2000,2400,2200,2026,12,3,400
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,2026-12-03,2500,3000,2750,2026,12,3,500
